grien	dziwdu	dziwdu_qhanshiev	zyephev	chetxryn_ziosryo_sishiev	chetxryn_ziosryo_xrynmyuk	chetxryn_ziosryo_sieuxryn	diavko_xrynbu	chetxryn_dzankryen_pyunlyi	chetxryn_dzankryen	pyanchet_chetxryn	pyanchet_chetxryn_tyoshiek	pyanchet_xyavxryn	pyanchet_xyavxryn_tyoshiek	pyanchet_kuavxryn	pyanchet_kuavxryn_tyoshiek	pyanchet_dzipxryn	pyanchet_dzipxryn_tyoshiek	qhanziwqhwi_shievlyi	qhanziwqhwi_xrynlyi	qhanziwqhwi_deulyi	giwtha_potyo	qrimvrielan	thovqitmra
06D6E-001-043-030	浮		byu	1	43	30	幽	2	[《切三》]	薄謀反		薄謀反		縛謀切				奉	尤	平			U+6D6E
06D6F-001-011-008	浯		ŋo	1	11	8	魚	1	[《P3695》]	五胡反		五胡反		五乎切				null	null	null			U+6D6F
06D70-003-006-017	浰		lî	3	6	17	質	0	[《藤田2018》]	null		null		null		力至切		null	null	null			U+6D70
06D70-003-030-008	浰		lên	3	30	8	質	0	[《藤田2018》]	落見反		落見反		郎甸切				來	霰	去			U+6D70
06D7F-003-012-010	浿		phâi	3	12	10	月	0	[《藤田2018》]	null		null		普蓋切				null	null	null			U+6D7F
06D7F-003-016-011	浿		phrêi	3	16	11	月	3	[《P3696(1)v》]	普拜反		普拜反		普拜切				null	null	null			U+6D7F
06D82-001-009-013	涂		zio	1	9	13	魚	2	[《切三》]	null		null		null		null		null	null	null	見音義欄。	水名｛涂吾（–ŋo）｝=｛余吾｝の詞音。今Монгол國Орхон河支流Туул河。《山海經·北山經》：“北鮮之山，是多馬，鮮水出焉。而西北流注于涂吾之水。”注：“漢元狩二年，馬出涂吾水中。”《漢書·武帝紀·元狩二年》：“馬生余吾水中。”注引應劭：“在朔方北也。”《史記·衛將軍驃騎傳》：“七歲，復以因杅將軍再出擊匈奴，至余吾，亡士卒多。”索隱：“余，音餘（jio），又音徐。案：〔余吾〕水名，在朔方。”見“余”字條。	U+6D82
06D82-001-009-018	涂		drio	1	9	18	魚	2	[《切三》]	直魚反		直魚反		直魚切				澄	魚	平			U+6D82
06D82-001-011-005	涂		do	1	11	5	魚	1	[《P3695》+《P3696(p13)》]	度都反		度都反		同都切				定	模	平			U+6D82
06D82-003-009-012	涂		driô	3	9	12	魚	0	[《藤田2018》]	null		null		null		null		null	null	null	見音義欄。	按：月名。十二月。｛除｝。《爾雅·釋天》：“十二月爲‘涂’。”音義：“涂，音徒（do）。”《周禮·秋官·硩蔟氏》“十有二月之號”注：“月，謂從娵至荼。”音義：“荼，劉、沈音餘（jio），李音舒（shio），又音徒，案《爾雅》正月爲‘陬’，……《爾雅》又云‘十二月爲“涂”’，音徒，今注作‘娵’、‘荼’二字，是假借耳，當依《爾雅》讀。”《大字典》引《詩·小雅·小明》馬瑞辰傳箋通釋：“除即《爾雅》‘十二月爲涂’之涂。……（盧伽中略）……方以智曰：‘謂歲將除也’是也。……毛傳：‘除，除陳生新也’（《大字典》原脱此關引號，今補矣），正取歲除義。箋讀‘除’爲《爾雅》‘四月爲余’之余，失之。”若此｛除｝=｛涂｝=｛荼｝者與“歲除”之｛除｝同，當音driô。《辭源》“除月”詞條釋如之爲音driôŋyat。“涂月”詞條爲音drioŋyat，非。	U+6D82
06D83-003-025-004	涃		khûn	3	25	4	文	0	[《藤田2018》]	null		苦悶反		苦悶切				null	null	null			U+6D83
06D85-004-014-013	涅		net	4	14	13	質	2	[《切三》]	奴結反		奴結反		奴結切				泥	屑	入			U+6D85
06D88-001-030-001	消		sieu	1	30	1	宵	2	[《切三》]	相焦反		相焦反		相邀切				心	宵	平			U+6D88
06D89-004-024-004	涉		diep	4	24	4	葉	2	[《切三》]	時攝反		時攝反		時攝切				禪	葉	入			U+6D89
06D89-004-025-010	涉		tep	4	25	10	葉	2	[《切三》, 《P3799》]	null		null		丁愜切				null	null	null			U+6D89
06D8C-002-002-010	涌		jyóŋ	2	2	10	東	2	[《切三》]	餘隴反		餘隴反		余隴切				以	腫	上			U+6D8C
06D94-001-046-024	涔		dzrim	1	46	24	侵	2	[《S6187》]	鋤簪反		鋤金反		鋤針切				崇	侵	平			U+6D94
06D94-001-047-019	涔		dziem	1	47	19	侵	2	[《切三》]	null		null		null		慈鹽切		null	null	null			U+6D94
06D96-003-006-017	涖		lî	3	6	17	緝	0	[《藤田2018》]	null		力至反		力至切				null	null	null			U+6D96
06D96-003-013-020	涖		lêi	3	13	20	緝	3	[《P3696(1)v》]	null		魯帝反		郎計切				null	null	null			U+6D96
06DB2-004-017-004	液		jiek	4	17	4	鐸	2	[《切三》]	羊益反		羊益反		羊益切				以	昔	入			U+6DB2
06DB2-004-017-005	液		shiek	4	17	5	鐸	2	[《切三》]	null		null		null		施隻切		null	null	null			U+6DB2
06DB8-003-011-008	涸		xô	3	11	8	魚	0	[《藤田2018》]	null		null		null		胡故切		匣	暮	去			U+6DB8
06DB8-004-028-016	涸		xak	4	28	16	鐸	3	[《Дх1372+Дх3703》]	下各反		下各反		下各切				匣	鐸	入			U+6DB8
06DC0-003-030-006	淀		dên	3	30	6	文	0	[《藤田2018》]	堂見反		堂見反		堂練切				定	霰	去			U+6DC0
06DCB-001-046-003	淋		lim	1	46	3	侵	2	[《切三》, 《S6187》]	力尋反		力尋反		力尋切				來	侵	平			U+6DCB
06DDD-001-008-006	淝		byui	1	8	6	微	2	[《切三》]	符非反		符非反		符非切				奉	微	平			U+6DDD
06DDF-002-025-002	淟		thén	2	25	2	文	2	[《切三》]	他典反		他典反		他典切				透	銑	上			U+6DDF
06DE0-003-006-010	淠		phrŷi	3	6	10	質	0	[《藤田2018》]	null		null		匹備切				null	null	null			U+6DE0
06DE0-003-012-010	淠		phâi	3	12	10	質	0	[《藤田2018》]	null		null		null		普蓋切		null	null	null			U+6DE0
06DE0-003-013-018	淠		phêi	3	13	18	質	3	[《P3696(1)v》]	〼〼〼（匹詣反）	脱字（匹詣反）	匹詣反	《王一》匹詣反，《王三》匹計反。	匹詣切				null	null	null			U+6DE0
06DE0-003-014-120	淠		phiêi	3	14	120	質	3	[《P3696(1)v》]	null		null		null		null		null	null	null	見音義欄。	按：phrŷi、phêiの變種。《詩·大雅·棫樸》：“淠彼涇舟。”傳：“淠，舟行貌。”音義：“淠，匹世反，舟行貌，沈孚計反（phêi）。”《廣雅·釋訓》：“……淠淠……茂也。”音：“淠淠，匹制〔反〕。”《名義》：“⿰氵箅，普計反（phêi）。淠，匹制反、匹制反（？），上文，舟行貌。”	U+6DE0
06DE6-001-035-014	淦		kəm	1	35	14	侵	2	[《切三》]	古南反		古南反		古南切				null	null	null			U+6DE6
06DE6-003-038-002	淦		kə̂m	3	38	2	侵	0	[《藤田2018》]	古暗反		古暗反		古暗切				見	勘	去			U+6DE6
06DF4-004-010-007	淴		qut	4	10	7	物	2	[《切三》, 《P3694v》]	null		null		烏没切				null	null	null			U+6DF4
06DF6-001-016-007	淶		ləi	1	16	7	之	1	[《P3695》]	null		落哀反		落哀切				來	咍	平			U+6DF6
06DF7-001-022-001	混		xun	1	22	1	文	2	[《切三》]	null		null		null		胡昆切		匣	魂	平			U+6DF7
06DF7-001-022-002	混		kun	1	22	2	文	2	[《切三》]	null		null		null		公渾切		null	null	null			U+6DF7
06DF7-002-020-001	混		xún	2	20	1	文	1	[《切一》]	胡本反		胡本反		胡本切				匣	混	上			U+6DF7
06DF7-002-020-009	混		kún	2	20	9	文	1	[《切一》]	null		null		null		古本切		null	null	null			U+6DF7
06DFB-001-048-001	添		them	1	48	1	侵	2	[《切三》]	〓〓反		他兼反		他兼切				透	添	平			U+6DFB
06DFC-002-028-010	淼		miéu	2	28	10	宵	2	[《切三》]	亡沼反		亡沼反		亡沼切				明	小	上			U+6DFC
06E05-001-041-001	清		chieŋ	1	41	1	耕	2	[《切三》]	七精反		七精反		七情切				清	清	平			U+6E05
06E05-003-044-012	清		chiêŋ	3	44	12	耕	0	[《藤田2018》]	null		null		null		七正切		null	null	null			U+6E05
06E1A-002-008-005	渚		tió	2	8	5	魚	2	[《切三》]	諸与反		諸与反		章与切				章	語	上			U+6E1A
06E1F-001-042-004	渟		deŋ	1	42	4	耕	2	[《切三》]	null		null		特丁切				定	青	平			U+6E1F
06E20-001-009-005	渠		gio	1	9	5	魚	2	[《切三》]	强魚反		强魚反		强魚切				群	魚	平			U+6E20
06E20-003-009-013	渠		giô	3	9	13	魚	0	[《藤田2018》]	null		null		null		其據切		null	null	null			U+6E20
06E21-003-011-002	渡		dô	3	11	2	鐸	0	[《藤田2018》]	徒故反		徒故反		徒故切				定	暮	去			U+6E21
06E2B-004-015-001	渫		siet	4	15	1	月	2	[《切三》]	私列反		私列反（《王三》誤作“私結反”，《王一》無本）		私列切				心	薛	入			U+6E2B
06E2B-004-022-004	渫		dzrep	4	22	4	葉	0	[《藤田2018》]	null		null		士洽切				null	null	null			U+6E2B
06E2B-004-023-002	渫		drap	4	23	2	葉	2	[《切三》]	丈甲反		丈甲反		丈甲切				澄	洽	入	《漢辭海》韻類爲“洽”，なぞ。	depの變種。《玄應音義》卷第九《大智度論》第十八卷音義：“浹渫，下甲、丈甲〔二〕反（xrap–），浹渫謂冰凍相著也。”《切韵》無訓，《王韵》：“⿰冫枼……濕。”《廣韵》：“⿰冫枼，⿰冫夾⿰冫枼。”	U+6E2B
06E2B-004-025-005	渫		dep	4	25	5	葉	2	[《P3799》]	徒協反，《切三》未收		徒協反		徒協切				定	帖	入			U+6E2B
06E2F-002-003-001	港		króŋ	2	3	1	東	2	[《切三》]	古項反		古項反		古項切				見	講	上			U+6E2F
06E2F-003-001-021	港		xûŋ	3	1	21	東	3	[《P3696(1)r》]	null		null		胡貢切				null	null	null			U+6E2F
06E3A-002-028-010	渺		miéu	2	28	10	宵	2	[《切三》]	null		null		亡沼切				明	小	上			U+6E3A
06E43-003-016-011	湃		phrêi	3	16	11	月	3	[《P3696(1)v》]	普拜反		普拜反		普拜切				滂	怪	去			U+6E43
06E4E-002-026-019	湎		mién	2	26	19	元	2	[《切三》]	武兖反		武兖反		彌兖切				明	獮	上			U+6E4E
06E56-001-011-003	湖		xo	1	11	3	魚	1	[《P3695》+《P3696(p13)》]	户吴反		户吴反		户吴切				匣	模	平			U+6E56
06E58-001-037-015	湘		siaŋ	1	37	15	陽	2	[《切三》]	息良反		息良反		息良切				心	陽	平			U+6E58
06E5E-001-040-014	湞		dreŋ	1	40	14	耕	2	[《切三》]	直耕反		直耕反		宅耕切				null	null	null			U+6E5E
06E5E-001-041-007	湞		trieŋ	1	41	7	耕	0	[《藤田2018》]	null		null		陟盈切				知	清	平			U+6E5E
06E5F-001-038-009	湟		xuaŋ	1	38	9	陽	2	[《切三》]	胡光反		胡光反		胡光切				匣	唐	平			U+6E5F
06E67-002-002-010	湧		jyóŋ	2	2	10	東	2	[《切三》]	null		null		null		尹竦切		以	腫	上			U+6E67
06E6B-001-043-004	湫		chyu	1	43	4	幽	2	[《切三》]	null		null		七由切				清	尤	平			U+6E6B
06E6B-001-043-007	湫		cyu	1	43	7	幽	2	[《切三》]	未收（子已又反：“（又）子攸……二反”）		即由反		即由切				精	尤	平			U+6E6B
06E6B-002-027-012	湫		céu	2	27	12	幽	2	[《切三》]	子了反（原誤作“子已又反”）		子了反		子了切				精	篠	上			U+6E6B
06E6B-002-028-017	湫		ciéu	2	28	17	幽	2	[《切三》]	null		null		null		子小切		null	null	null			U+6E6B
06E6B-002-041-010	湫		dzyú	2	41	10	幽	2	[《切三》]	在久反		在久反		在九切				null	null	null			U+6E6B
06E6F-001-037-001	湯		jiaŋ	1	37	1	陽	2	[《切三》]	null		null		null		余章切		以	陽	平			U+6E6F
06E6F-001-037-005	湯		shiaŋ	1	37	5	陽	2	[《切三》]	null		null		式羊切				書	陽	平			U+6E6F
06E6F-001-038-011	湯		thaŋ	1	38	11	陽	2	[《切三》]	吐郎反		吐郎反		吐郎切				透	唐	平			U+6E6F
06E6F-003-041-012	湯		thâŋ	3	41	12	陽	0	[《藤田2018》]	null		null		他浪切				透	宕	去			U+6E6F
06E86-002-008-022	溆		zió	2	8	22	魚	2	[《切三》]	徐吕反		徐吕反		徐吕切				邪	語	上			U+6E86
06E8F-001-038-001	溏		daŋ	1	38	1	陽	2	[《切三》]	null		null		徒郎切				定	唐	平			U+6E8F
06EA0-001-033-010	溠		cha	1	33	10	歌	2	[《切三》]	null		null		七何切				null	null	null			U+6EA0
06EA0-001-034-021	溠		cra	1	34	21	歌	2	[《切三》]	null		null		側加切				null	null	null			U+6EA0
06EA0-003-037-008	溠		crâ	3	37	8	歌	0	[《藤田2018》]	null		null		側駕切				null	null	null			U+6EA0
06EB3-001-019-002	溳		xyun	1	19	2	文	2	[《切三》]	户分反		王分反		王分切				null	null	null			U+6EB3
06EB3-002-016-008	溳		xrýn	2	16	8	文	1	[《切一》]	null		null		于敏切				null	null	null			U+6EB3
06EC1-001-009-018	滁		drio	1	9	18	魚	2	[《切三》]	null		null		直魚切				澄	魚	平			U+6EC1
06EC9-002-036-015	滉		xuáŋ	2	36	15	陽	2	[《切三》]	胡廣反		胡廣反		胡廣切				匣	蕩	上			U+6EC9
06ECB-001-007-021	滋		ciə	1	7	21	之	2	[《切三》]	子之反		子慈反		子之切				精	之	平			U+6ECB
06ECD-002-005-013	滍		drí	2	5	13	之	2	[《切三》]	直几反		直几反		直几切				null	null	null			U+6ECD
06ED5-001-050-013	滕		dəŋ	1	50	13	蒸	2	[《切三》]	徒登反		徒登反		徒登切				定	登	平			U+6ED5
06EEC-002-010-016	滬		xó	2	10	16	魚	2	[《切三》]	null		胡古反		侯古切				匣	姥	上			U+6EEC
06EF7-002-010-004	滷		ló	2	10	4	魚	2	[《切三》]	郎古反		郎古反		郎古切				來	姥	上			U+6EF7
06EF7-004-016-008	滷		dek	4	16	8	鐸	2	[《切三》]	null		徒歷反		徒歷切				null	null	null			U+6EF7
06EF7-004-017-001	滷		siek	4	17	1	鐸	2	[《切三》]	null		null	昌石反：“又思席反。”	null				null	null	null			U+6EF7
06EF7-004-017-006	滷		thiek	4	17	6	鐸	2	[《切三》]	null		昌石反		昌石切				null	null	null			U+6EF7
06EF8-002-008-013	滸		qhió	2	8	13	魚	2	[《切三》]	null		null		null		喜語切		嘵	語	上			U+6EF8
06EF8-002-010-012	滸		qhó	2	10	12	魚	2	[《切三》]	呼古反		呼古反		呼古切				嘵	姥	上			U+6EF8
06F01-001-009-001	漁		ŋio	1	9	1	魚	2	[《切三》]	語居反		語居反		語居切				疑	魚	平			U+6F01
06F22-003-027-025	漢		qhân	3	27	25	元	3	[《S6176r》]	呼半反		呼半反		呼旰切				曉	翰	去			U+6F22
06F23-001-024-023	漣		lan	1	24	23	元	2	[《切三》]	null		null		null		郎干切		null	null	null			U+6F23
06F23-001-028-016	漣		lien	1	28	16	元	2	[《切三》]	力延反		力延反		力延切				來	仙	平			U+6F23
06F26-001-007-023	漦		zriə	1	7	23	之	2	[《切三》]	俟淄反		俟淄反		俟甾切				null	null	null			U+6F26
06F32-001-037-012	漲		triaŋ	1	37	12	陽	2	[《切三》]	null		null		陟良切				null	null	null			U+6F32
06F32-002-035-126	漲		triáŋ	2	35	126	陽	2	[《切三》]	null		null		null		展兩切		知	養	上			U+6F32
06F32-003-040-006	漲		triâŋ	3	40	6	陽	0	[《藤田2018》]	陟亮反		陟亮反		陟亮切				知	漾	去			U+6F32
06F36-003-027-014	漶		xuân	3	27	14	元	0	[《藤田2018》]	null		胡段反		胡玩切				匣	换	去			U+6F36
06F3F-001-037-016	漿		ciaŋ	1	37	16	陽	2	[《切三》]	即良反		即良反		即良切				精	陽	平			U+6F3F
06F41-002-039-006	潁		jyéŋ	2	39	6	耕	2	[《切三》]	餘頃反		餘頃反		餘頃切				以	静	上			U+6F41
06F59-001-005-003	潙		xrye	1	5	3	歌	2	[《切三》, 《P3696(2)》]	薳支反		薳支反		薳支切				云	支	平			U+6F59
06F59-001-005-004	潙		krye	1	5	4	歌	2	[《切三》, 《P3696(2)》]	null		居爲反		居爲切				見	支	平			U+6F59
06F5D-004-026-019	潝		qhrip	4	26	19	緝	2	[《切三》, 《P3799》]	許及反		許及反		許及切				null	null	null			U+6F5D
06F5E-003-011-003	潞		lô	3	11	3	鐸	0	[《藤田2018》]	洛故反		洛故反		洛故切				來	暮	去			U+6F5E
06F62-001-038-009	潢		xuaŋ	1	38	9	陽	2	[《切三》]	胡光反		胡光反		胡光切				匣	唐	平			U+6F62
06F62-001-038-010	潢		kuaŋ	1	38	10	陽	2	[《切三》]	null		null		null		姑黄切		null	null	null			U+6F62
06F62-002-036-015	潢		xuáŋ	2	36	15	陽	2	[《切三》]	null		null		null		户廣切		匣	蕩	上			U+6F62
06F62-003-041-129	潢		xuâŋ	3	41	129	陽	0	[《藤田2018》]	null		胡浪反		乎曠切				匣	宕	去			U+6F62
06F64-003-021-026	潤		nŷn	3	21	26	真	0	[《藤田2018》]	如舜反		如舜反		如順切				日	稕	去			U+6F64
06F68-001-001-005	潨		tyuŋ	1	1	5	冬	3	[《切二》]	職隆反		職隆反		職戎切				null	null	null			U+6F68
06F68-001-001-026	潨		dzuŋ	1	1	26	東	3	[《切二》]	null		null		徂紅切				從	東	平			U+6F68
06F68-001-002-003	潨		dzoŋ	1	2	3	冬	2	[《P3798》]	〓〓反		在宗反		藏宗切				null	null	null			U+6F68
06F70-003-018-012	潰		xûi	3	18	12	物	0	[《藤田2018》]	胡對反		胡對反		胡對切				匣	隊	去			U+6F70
06F74-001-009-015	潴		trio	1	9	15	魚	2	[《切三》]	陟魚反		陟魚反		陟魚切				知	魚	平			U+6F74
06F78-001-025-001	潸		sran	1	25	1	元	2	[《切三》]	null		所姦反		所姦切				生	删	平			U+6F78
06F78-002-023-001	潸		srán	2	23	1	元	1	[《切一》]	數板反		數板反		數板切				null	null	null			U+6F78
06F87-001-032-003	澇		lau	1	32	3	宵	2	[《切三》]	盧刀反		盧刀反		魯刀切				null	null	null			U+6F87
06F87-002-030-003	澇		láu	2	30	3	宵	2	[《切三》]	null		null		盧皓切				null	null	null			U+6F87
06F87-003-035-007	澇		lâu	3	35	7	宵	2	[《S6176v》]	null		盧到反		郎到切				null	null	null			U+6F87
06F90-001-019-002	澐		xyun	1	19	2	文	2	[《切三》]	户分反		王分反		王分切				云	文	平			U+6F90
06F92-002-001-007	澒		xúŋ	2	1	7	東	2	[《切三》]	胡孔反		胡孔反		胡孔切				匣	董	上			U+6F92
06F97-003-028-001	澗		krân	3	28	1	元	0	[《藤田2018》]	古晏反		古晏反		古晏切				見	諫	去			U+6F97
06FA6-003-009-019	澦		jiô	3	9	19	魚	0	[《藤田2018》]	null		null		羊洳切				null	null	null			U+6FA6
06FA7-002-011-002	澧		léi	2	11	2	脂	2	[《切三》]	盧啓反		盧啓反		盧啓切				來	薺	上			U+6FA7
06FA8-003-014-020	澨		diêi	3	14	20	月	3	[《P3696(1)v》]	時制反		時制反		時制切				禪	祭	去			U+6FA8
06FAD-001-003-010	澭		qyoŋ	1	3	10	東	2	[《P3696(2)》]	於容反		於容反		於容切				null	null	null			U+6FAD
06FAD-003-003-007	澭		qyôŋ	3	3	7	東	3	[《P3696(1)r》]	null		null		於用切				null	null	null			U+6FAD
06FB6-001-028-013	澶		dien	1	28	13	元	2	[《切三》]	null		null		市連切				禪	仙	平			U+6FB6
06FB6-003-027-021	澶		dân	3	27	21	元	0	[《藤田2018》]	null		null		徒案切				定	翰	去			U+6FB6
06FC7-004-026-020	濇		srip	4	26	20	緝	2	[《切三》, 《P3799》]	null		null		色立切				生	緝	入			U+6FC7
06FC7-004-029-017	濇		sriək	4	29	17	職	0	[《藤田2018》]	null		所力反		所力切				生	職	入			U+6FC7
06FCA-003-012-015	濊		qhuâi	3	12	15	月	0	[《藤田2018》]	null		null		呼會切				曉	泰	去			U+6FCA
06FCA-003-012-121	濊		quâi	3	12	121	月	0	[《藤田2018》]	null		烏鱠反		烏外切				影	泰	去			U+6FCA
06FCA-003-020-003	濊		qyâi	3	20	3	月	0	[《藤田2018》]	於肺反		於肺反		於廢切				null	null	null			U+6FCA
06FCA-004-011-009	濊		qhuat	4	11	9	月	2	[《切三》, 《P3694v》]	呼括反		呼括反		呼括切				曉	末	入			U+6FCA
06FDE-003-006-010	濞		phrŷi	3	6	10	質	0	[《藤田2018》]	匹備反		匹備反		匹備切				滂	至	去			U+6FDE
06FDE-003-013-018	濞		phêi	3	13	18	質	3	[《P3696(1)v》]	匹詣反		匹詣反	《王一》匹詣反，《王三》匹計反	匹詣切				滂	霽	去			U+6FDE
06FEB-001-036-005	濫		lam	1	36	5	談	2	[《切三》]	null		null		null		盧甘切		null	null	null			U+6FEB
06FEB-002-034-002	濫		lám	2	34	2	談	1	[《P4917》]	null		null		null		魯敢切		null	null	null			U+6FEB
06FEB-002-050-001	濫		xrám	2	50	1	談	2	[《切三》]	null		null		胡黤切				匣	檻	上			U+6FEB
06FEB-003-039-002	濫		lâm	3	39	2	談	2	[《S6176v》]	盧瞰反		盧瞰反		盧瞰切				來	闞	去			U+6FEB
06FEB-003-039-006	濫		xâm	3	39	6	談	2	[《S6176v》]	null		null		null		胡暫切		匣	闞	去			U+6FEB
07007-002-036-014	瀇		quáŋ	2	36	14	陽	2	[《切三》]	null		null		烏晃切				影	蕩	上			U+7007
07007-002-036-015	瀇		xuáŋ	2	36	15	陽	2	[《切三》]	null		null		null		户廣切		匣	蕩	上			U+7007
0700B-002-044-013	瀋		thím	2	44	13	侵	3	[《P3693v》]	尺甚反		尺甚反		昌枕切				昌	寢	上			U+700B
0700D-001-028-014	瀍		drien	1	28	14	元	2	[《切三》]	直連反		直連反		直連切				null	null	null			U+700D
0701B-001-041-004	瀛		jieŋ	1	41	4	耕	2	[《切三》]	以成反		以成反		以成切				以	清	平			U+701B
0701D-004-016-004	瀝		lek	4	16	4	錫	2	[《切三》]	閭激反		〼〼〼（閭激反）	兩《王韵》脱字（閭激反）。	郎擊切				來	錫	入			U+701D
0701E-003-044-013	瀞		dziêŋ	3	44	13	耕	0	[《藤田2018》]	null		null		疾政切				從	勁	去			U+701E
07028-003-012-026	瀨		lâi	3	12	26	0	0	[《藤田2018》]	落蓋反		落蓋反		落蓋切				來	泰	去			U+7028
07032-002-033-013	瀲		lə́m	2	33	13	談	1	[《P4917》]	null		null		null		盧感切		null	null	null			U+7032
07032-002-045-002	瀲		liém	2	45	2	談	3	[《P3693v》]	null		null		良冉切				來	琰	上			U+7032
07032-003-050-010	瀲		liêm	3	50	10	談	2	[《P3694r》]	力驗反		力驗反		力驗切				null	null	null			U+7032
07039-004-027-001	瀹		jiak	4	27	1	藥	2	[《P3799》]	以灼反		以灼反		以灼切				以	藥	入			U+7039
07058-001-024-025	灘		than	1	24	25	元	2	[《切三》]	他單反		他單反		他干切				透	寒	平			U+7058
07058-002-022-023	灘		qhán	2	22	23	元	2	[《切三》]	null		null		呼旱切				null	null	null			U+7058
07058-003-027-025	灘		qhân	3	27	25	元	3	[《S6176r》]	null		呼半反		呼旰切				null	null	null			U+7058
07058-003-027-027	灘		nân	3	27	27	元	0	[《藤田2018》]	奴旦反		奴旦反		奴案切				泥	翰	去			U+7058
0706B-002-031-002	火		qhuá	2	31	2	微	2	[《切三》]	呼果反		呼果反		呼果切				曉	果	上			U+706B
0706F-001-042-005	灯		teŋ	1	42	5	耕	2	[《切三》]	null		null		null		當經切		端	青	平			U+706F
07070-001-015-001	灰		qhui	1	15	1	之	2	[《切三》]	呼恢反		呼恢反		呼恢切				曉	灰	平			U+7070
07078-002-041-007	灸		kyú	2	41	7	之	2	[《切三》]	〓〓反		舉有反		舉有切				見	有	上			U+7078
07078-003-046-002	灸		kyû	3	46	2	之	2	[《P3694r》]	久祐反		久祐反		居祐切				null	null	null			U+7078
07092-002-029-011	炒		chráu	2	29	11	宵	2	[《切三》]	null		楚巧反		初爪切				初	巧	上			U+7092
0709F-004-011-019	炟		tat	4	11	19	月	2	[《切三》, 《P3694v》]	當割反		當割反		當割切				端	曷	入			U+709F
070AB-003-030-004	炫		xuên	3	30	4	真	0	[《藤田2018》]	黄練反		黄練反		黄練切				匣	霰	去			U+70AB
070AC-002-008-014	炬		gió	2	8	14	魚	2	[《切三》]	其吕反		其吕反		其吕切				群	語	上			U+70AC
070AE-001-031-015	炮		brau	1	31	15	幽	2	[《切三》]	薄交反		薄交反		薄交切				並	肴	平			U+70AE
070AE-003-034-008	炮		phrâu	3	34	8	幽	2	[《S6176v》]	匹皃反		匹皃反		匹皃切				滂	效	去			U+70AE
070B0-001-031-015	炰		brau	1	31	15	幽	2	[《切三》]	null		null		薄交切				並	肴	平			U+70B0
070C8-004-015-002	烈		liet	4	15	2	月	2	[《切三》]	吕薛反		吕結反		良薛切				來	薛	入			U+70C8
070CB-001-031-007	烋		qhrau	1	31	7	幽	2	[《切三》]	null		null		null	香幽切：“又火交切。”			曉	肴	平			U+70CB
070CB-001-045-011	烋		qhriu	1	45	11	幽	2	[《切三》]	許彪反		許彪反		香幽切				曉	幽	平	幽韵甲乙：《名義》：“烋，羲膠反（qhrau），虚樛反，美也，微也，福也，慶也，善也，嘉也。”《新撰字鏡》：“烋，正：羲樛反，平：美也，慶也，善也；借：呼交反，平：微也，福禄也。”《宋本玉篇》：“烋，火虬切，美也，福禄也，慶善也；又火交切。”此詞又作“休”，《經典釋文》對“休”字注音幽韵之反語，有“虚虬反”及“許虬反”，如《易·否卦》音義：“休，虚虬反，美也；又許求反（qhyu），息也。”《公羊傳·文公十二年》音義：“休休，許虬反，美大貌。”《文選》嵇康《琴賦》有叠韵詞｛彪休｝。樛、彪，皆乙類，｛烋｝=｛休｝亦即與之同。		U+70CB
070D4-001-001-002	烔		duŋ	1	1	2	東	3	[《切二》]	徒紅反		徒紅反		徒紅切				定	東	平			U+70D4
070D8-001-001-025	烘		xuŋ	1	1	25	東	3	[《切二》]	null		null		户公切				null	null	null			U+70D8
070D8-001-001-032	烘		qhuŋ	1	1	32	東	2	[《P3798》]	呼同反		呼同反		呼東切				null	null	null			U+70D8
070D8-003-001-021	烘		xûŋ	3	1	21	東	3	[《P3696(1)r》]	null		null		胡貢切				null	null	null			U+70D8
070D8-003-001-122	烘		qhûŋ	3	1	122	東	3	[《P3696(1)r》]	null		null		呼貢切				null	null	null			U+70D8
070D9-004-028-003	烙		lak	4	28	3	鐸	3	[《Дх1372+Дх3703》]	盧各反		盧各反		盧各切				來	鐸	入			U+70D9
0711A-001-019-004	焚		byun	1	19	4	文	2	[《切三》]	符分反		符分反		符分切				奉	文	平			U+711A
0711A-003-022-005	焚		pyûn	3	22	5	文	1	[《TIVK75-100a》]	null		null		null		方問切		非	問	去			U+711A
0711C-001-022-002	焜		kun	1	22	2	文	2	[《切三》]	null		null		null		公渾切		見	魂	平			U+711C
0711C-002-020-001	焜		xún	2	20	1	文	1	[《切一》]	胡本反		胡本反		胡本切				null	null	null			U+711C
0712B-004-015-019	焫		nyet	4	15	19	緝	2	[《切三》]	null		如雪反		如劣切				日	薛	入			U+712B
0714C-001-038-009	煌		xuaŋ	1	38	9	陽	2	[《切三》]	胡光反		胡光反		胡光切				匣	唐	平			U+714C
0715C-004-001-027	煜		jyuk	4	1	27	緝	2	[《切三》]	與逐反		與逐反		余六切				以	屋	入			U+715C
07160-004-022-004	煠		dzrep	4	22	4	葉	0	[《藤田2018》]	士洽反		士洽反		士洽切				澄	狎	入			U+7160
07160-004-024-001	煠		jiep	4	24	1	葉	2	[《切三》]	null		与涉反		與涉切				以	葉	入			U+7160
07160-004-024-014	煠		thriep	4	24	14	葉	2	[《切三》]	null		丑輒反		丑輒切				null	null	null			U+7160
