grien	dziwdu	dziwdu_qhanshiev	xreishievbu	xreishievbu_qhanshiev	pyunqhrua	xreishievbu_pyuideiqit	shievvuai	shievvuai_pyunqhrua_xryitriw	thovqitmra_xreishievbu	thonvqitmra_dziwdu
053E0-2C1C7	𬇇	⿰叠毛	叠			[]	[晶, 毛]		U+53E0	U+2C1C7
053E3-053E3	口		口			[]	[]		U+53E3	U+53E3
053E3-053E9	叩		口			[]	[人]		U+53E3	U+53E9
053E3-06263	扣		口			[]	[手]		U+53E3	U+6263
053E3-091E6	釦		口			[]	[金]		U+53E3	U+91E6
053E4-04F30	估		古			[]	[人]		U+53E4	U+4F30
053E4-0500B	個		古			[固]	[囗, 人]		U+53E4	U+500B
053E4-05028	倨		古			[居]	[尸, 人]		U+53E4	U+5028
053E4-053E4	古		古			[]	[]		U+53E4	U+53E4
053E4-056FA	固		古			[固]	[囗]		U+53E4	U+56FA
053E4-059D1	姑		古			[]	[女]		U+53E4	U+59D1
053E4-05C45	居		古			[居]	[尸]		U+53E4	U+5C45
053E4-05CB5	岵		古			[]	[山]		U+53E4	U+5CB5
053E4-05D0C	崌		古			[居]	[尸, 山]		U+53E4	U+5D0C
053E4-06019	怙		古			[]	[心]		U+53E4	U+6019
053E4-0636E	据		古			[居]	[尸, 手]		U+53E4	U+636E
053E4-06545	故		古			[]	[攴]		U+53E4	U+6545
053E4-067AF	枯		古			[]	[木]		U+53E4	U+67AF
053E4-06910	椐		古			[居]	[尸, 木]		U+53E4	U+6910
053E4-0695B	楛		古			[苦]	[艸, 木]		U+53E4	U+695B
053E4-06CBD	沽		古			[]	[水]		U+53E4	U+6CBD
053E4-06DB8	涸		古			[固]	[囗, 水]		U+53E4	U+6DB8
053E4-06E56	湖		古			[胡]	[肉, 水]		U+53E4	U+6E56
053E4-0726F	牯		古			[]	[牛]		U+53E4	U+726F
053E4-07322	猢		古			[胡]	[肉, 犬]		U+53E4	U+7322
053E4-0741A	琚		古			[居]	[尸, 玉]		U+53E4	U+741A
053E4-0745A	瑚		古			[胡]	[肉, 玉]		U+53E4	U+745A
053E4-075FC	痼		古			[固]	[囗, 疒]		U+53E4	U+75FC
053E4-076EC	盬		古			[]	[鹽]		U+53E4	U+76EC
053E4-0795C	祜		古			[]	[示]		U+53E4	U+795C
053E4-07B87	箇		古			[固]	[囗, 竹]		U+53E4	U+7B87
053E4-07CCA	糊		古			[胡]	[肉, 米]		U+53E4	U+7CCA
053E4-07F5F	罟		古			[]	[网]		U+53E4	U+7F5F
053E4-080E1	胡		古			[胡]	[肉]		U+53E4	U+80E1
053E4-082E6	苦		古			[苦]	[艸]		U+53E4	U+82E6
053E4-0846B	葫		古			[胡]	[肉, 艸]		U+53E4	U+846B
053E4-086C4	蛄		古			[]	[虫]		U+53E4	U+86C4
053E4-08774	蝴		古			[胡]	[肉, 虫]		U+53E4	U+8774
053E4-0885A	衚		古			[胡]	[肉, 行]		U+53E4	U+885A
053E4-088FE	裾		古			[居]	[尸, 衣]		U+53E4	U+88FE
053E4-08A41	詁		古			[]	[言]		U+53E4	U+8A41
053E4-08E1E	踞		古			[居]	[尸, 足]		U+53E4	U+8E1E
053E4-08F9C	辜		古			[]	[辛]		U+53E4	U+8F9C
053E4-09164	酤		古			[]	[酉]		U+53E4	U+9164
053E4-09190	醐		古			[胡]	[肉, 酉]		U+53E4	U+9190
053E4-09237	鈷		古			[]	[金]		U+53E4	U+9237
053E4-092F8	鋸		古			[居]	[尸, 金]		U+53E4	U+92F8
053E4-0932E	錮		古			[固]	[囗, 金]		U+53E4	U+932E
053E4-0992C	餬		古			[胡]	[肉, 食]		U+53E4	U+992C
053E4-09B0D	鬍		古			[胡]	[肉, 髟]		U+53E4	U+9B0D
053E4-09D23	鴣		古			[]	[鳥]		U+53E4	U+9D23
053E4-09D8B	鶋		古			[居]	[尸, 鳥]		U+53E4	U+9D8B
053E4-09D98	鶘		古			[胡]	[肉, 鳥]		U+53E4	U+9D98
053E5-04F5D	佝		句			[]	[人]		U+53E5	U+4F5D
053E5-04FB7	侷		句			[局]	[尸, 人]		U+53E5	U+4FB7
053E5-052AC	劬		句			[]	[力]		U+53E5	U+52AC
053E5-052FE	勾		句		异	[]	[]		U+53E5	U+52FE
053E5-053E5	句		句			[]	[]		U+53E5	U+53E5
053E5-05474	呴		句			[]	[口]		U+53E5	U+5474
053E5-0591F	够		句			[]	[多]		U+53E5	U+591F
053E5-05C40	局		句			[局]	[尸]		U+53E5	U+5C40
053E5-05CA3	岣		句			[]	[山]		U+53E5	U+5CA3
053E5-062D8	拘		句			[]	[手]		U+53E5	U+62D8
053E5-06542	敂		句			[]	[攴]		U+53E5	U+6542
053E5-0662B	昫		句			[昫]	[日]		U+53E5	U+662B
053E5-06710	朐		句			[]	[肉]		U+53E5	U+6710
053E5-067B8	枸		句			[]	[木]		U+53E5	U+67B8
053E5-07166	煦		句			[昫]	[日, 火]		U+53E5	U+7166
053E5-072D7	狗		句			[]	[犬]		U+53E5	U+72D7
053E5-075C0	痀		句			[]	[疒]		U+53E5	U+75C0
053E5-07AD8	竘		句			[竘]	[立]		U+53E5	U+7AD8
053E5-07B31	笱		句			[]	[竹]		U+53E5	U+7B31
053E5-07D47	絇		句			[]	[糸]		U+53E5	U+7D47
053E5-08007	耇		句			[]	[老]		U+53E5	U+8007
053E5-082DF	苟		句			[]	[艸]		U+53E5	U+82DF
053E5-0849F	蒟		句			[竘]	[立, 艸]		U+53E5	U+849F
053E5-08DD4	跔		句			[]	[足]		U+53E5	U+8DD4
053E5-08DFC	跼		句			[局]	[尸, 足]		U+53E5	U+8DFC
053E5-0920E	鈎		句			[]	[金]		U+53E5	U+920E
053E5-096CA	雊		句			[]	[隹]		U+53E5	U+96CA
053E5-099D2	駒		句			[]	[馬]		U+53E5	U+99D2
053E5-09D1D	鴝		句			[]	[鳥]		U+53E5	U+9D1D
053E5-09F41	齁		句			[]	[鼻]		U+53E5	U+9F41
053F7-053F7	号		号			[]	[]		U+53F7	U+53F7
053F7-067B5	枵		号			[]	[木]		U+53F7	U+67B5
053F7-0865F	號		号			[號]	[虎]		U+53F7	U+865F
053F7-09955	饕		号			[號]	[虎, 食]		U+53F7	U+9955
053F7-09D1E	鴞		号			[]	[鳥]		U+53F7	U+9D1E
05404-05404	各		各			[]	[]		U+5404	U+5404
05404-05580	喀		各			[客]	[宀, 口]		U+5404	U+5580
05404-05BA2	客		各			[客]	[宀]		U+5404	U+5BA2
05404-05CC9	峉		各			[]	[山]		U+5404	U+5CC9
05404-0606A	恪		各			[]	[心]		U+5404	U+606A
05404-063E2	揢		各			[客]	[宀, 手]		U+5404	U+63E2
05404-0683C	格		各			[]	[木]		U+5404	U+683C
05404-06D1B	洛		各			[洛]	[水]		U+5404	U+6D1B
05404-06F5E	潞		各			[路]	[足, 水]		U+5404	U+6F5E
05404-070D9	烙		各			[]	[火]		U+5404	U+70D9
05404-073DE	珞		各			[]	[玉]		U+5404	U+73DE
05404-07490	璐		各			[路]	[足, 玉]		U+5404	U+7490
05404-07565	略		各			[]	[田]		U+5404	U+7565
05404-07D61	絡		各			[]	[糸]		U+5404	U+7D61
05404-080F3	胳		各			[]	[肉]		U+5404	U+80F3
05404-0843D	落		各			[洛]	[水, 艸]		U+5404	U+843D
05404-08557	蕗		各			[路]	[足, 艸]		U+5404	U+8557
05404-08C89	貉		各			[]	[豸]		U+5404	U+8C89
05404-08CC2	賂		各			[]	[貝]		U+5404	U+8CC2
05404-08DEF	路		各			[路]	[足]		U+5404	U+8DEF
05404-08F05	輅		各			[]	[車]		U+5404	U+8F05
05404-0916A	酪		各			[]	[酉]		U+5404	U+916A
05404-0927B	鉻		各			[]	[金]		U+5404	U+927B
05404-095A3	閣		各			[]	[門]		U+5404	U+95A3
05404-096D2	雒		各			[]	[隹]		U+5404	U+96D2
05404-09732	露		各			[路]	[足, 雨]		U+5404	U+9732
05404-0984D	額		各			[客]	[宀, 頁]		U+5404	U+984D
05404-099F1	駱		各			[]	[馬]		U+5404	U+99F1
05404-09ABC	骼		各			[]	[骨]		U+5404	U+9ABC
05404-09DFA	鷺		各			[路]	[足, 鳥]		U+5404	U+9DFA
05408-05273	剳		合			[荅]	[艸, 刀]		U+5408	U+5273
05408-05284	劄		合			[荅]	[艸, 刀]	1	U+5408	U+5284
05408-05408	合		合			[]	[]		U+5408	U+5408
05408-054C8	哈		合			[]	[口]		U+5408	U+54C8
05408-055D2	嗒		合			[荅]	[艸, 口]		U+5408	U+55D2
05408-0564F	噏		合			[翕]	[羽, 口]		U+5408	U+564F
05408-05854	塔		合			[荅]	[艸, 土]		U+5408	U+5854
05408-059F6	姶		合			[]	[女]		U+5408	U+59F6
05408-05E22	帢		合			[]	[巾]		U+5408	U+5E22
05408-06070	恰		合			[]	[心]		U+5408	U+6070
05408-062FE	拾		合			[]	[手]		U+5408	U+62FE
05408-0642D	搭		合			[荅]	[艸, 手]		U+5408	U+642D
05408-06B31	欱		合			[]	[欠]		U+5408	U+6B31
05408-06B59	歙		合			[翕]	[羽, 欠]		U+5408	U+6B59
05408-06D3D	洽		合			[]	[水]		U+5408	U+6D3D
05408-06F5D	潝		合			[翕]	[羽, 手]		U+5408	U+6F5D
05408-07563	畣		合			[]	[田]		U+5408	U+7563
05408-076D2	盒		合			[]	[皿]		U+5408	U+76D2
05408-0796B	祫		合			[]	[示]		U+5408	U+796B
05408-07B54	答		合			[荅]	[艸]	1	U+5408	U+7B54
05408-07D66	給		合			[]	[糸]		U+5408	U+7D66
05408-07FD5	翕		合			[翕]	[羽]		U+5408	U+7FD5
05408-08345	荅		合			[荅]	[艸]		U+5408	U+8345
05408-086E4	蛤		合			[]	[虫]		U+5408	U+86E4
05408-088B7	袷		合			[]	[衣]		U+5408	U+88B7
05408-08921	褡		合			[荅]	[艸, 衣]		U+5408	U+8921
05408-090C3	郃		合			[]	[邑]		U+5408	U+90C3
05408-0927F	鉿		合			[]	[金]		U+5408	U+927F
05408-095A4	閤		合			[]	[門]		U+5408	U+95A4
05408-09788	鞈		合			[]	[革]		U+5408	U+9788
05408-097B3	鞳		合			[荅]	[艸, 革]		U+5408	U+97B3
05408-0981C	頜		合			[]	[頁]		U+5408	U+981C
05408-09D3F	鴿		合			[]	[鳥]		U+5408	U+9D3F
05409-04F76	佶		吉			[]	[人]		U+5409	U+4F76
05409-052BC	劼		吉			[]	[力]		U+5409	U+52BC
05409-05409	吉		吉			[]	[]		U+5409	U+5409
05409-059DE	姞		吉			[]	[女]		U+5409	U+59DE
05409-062EE	拮		吉			[]	[手]		U+5409	U+62EE
05409-064F7	擷		吉			[]	[頁, 手]		U+5409	U+64F7
05409-06854	桔		吉			[]	[木]		U+5409	U+6854
05409-06D01	洁		吉			[]	[水]		U+5409	U+6D01
05409-079F8	秸		吉			[]	[禾]		U+5409	U+79F8
05409-07D50	結		吉			[]	[糸]		U+5409	U+7D50
05409-07E88	纈		吉			[]	[頁, 糸]		U+5409	U+7E88
05409-086E3	蛣		吉			[]	[虫]		U+5409	U+86E3
05409-088BA	袺		吉			[]	[衣]		U+5409	U+88BA
05409-0896D	襭		吉			[]	[頁, 衣]		U+5409	U+896D
05409-08A70	詰		吉			[]	[言]		U+5409	U+8A70
05409-09821	頡		吉			[]	[頁]		U+5409	U+9821
05409-09AFB	髻		吉			[]	[髟]		U+5409	U+9AFB
05409-09B9A	鮚		吉			[]	[魚]		U+5409	U+9B9A
05409-09EE0	黠		吉			[]	[黑]		U+5409	U+9EE0
0540C-0540C	同		同			[]	[]		U+540C	U+540C
0540C-054C3	哃		同			[]	[口]		U+540C	U+54C3
0540C-05CD2	峒		同			[]	[山]		U+540C	U+5CD2
0540C-0606B	恫		同			[]	[心]		U+540C	U+606B
0540C-06850	桐		同			[]	[木]		U+540C	U+6850
0540C-06D1E	洞		同			[]	[水]		U+540C	U+6D1E
0540C-070D4	烔		同			[]	[火]		U+540C	U+70D4
0540C-075CC	痌		同			[]	[疒]		U+540C	U+75CC
0540C-07850	硐		同			[]	[石]		U+540C	U+7850
0540C-07B52	筒		同			[]	[竹]		U+540C	U+7B52
0540C-07D67	絧		同			[]	[糸]		U+540C	U+7D67
0540C-080F4	胴		同			[]	[肉]		U+540C	U+80F4
0540C-08855	衕		同			[]	[行]		U+540C	U+8855
0540C-08FF5	迵		同			[]	[辵]		U+540C	U+8FF5
0540C-0916E	酮		同			[]	[酉]		U+540C	U+916E
0540C-09285	銅		同			[]	[金]		U+540C	U+9285
0540C-09BA6	鮦		同			[]	[魚]		U+540C	U+9BA6
0540D-0540D	名		名			[]	[]		U+540D	U+540D
0540D-07733	眳		名			[]	[目]		U+540D	U+7733
0540D-08317	茗		名			[]	[艸]		U+540D	U+8317
0540D-09169	酩		名			[]	[酉]		U+540D	U+9169
0540D-09298	銘		名			[]	[金]		U+540D	U+9298
0540E-0540E	后		后			[]	[]		U+540E	U+540E
0540E-057A2	垢		后			[]	[土]		U+540E	U+57A2
0540E-059E4	姤		后			[]	[女]		U+540E	U+59E4
0540E-07F3F	缿		后			[]	[缶]		U+540E	U+7F3F
0540E-08A6C	詬		后			[]	[言]		U+540E	U+8A6C
0540E-09005	逅		后			[]	[辵]		U+540E	U+9005
0540E-090C8	郈		后			[]	[邑]		U+540E	U+90C8
0540E-09297	銗		后			[]	[金]		U+540E	U+9297
0540E-09B9C	鮜		后			[]	[魚]		U+540E	U+9B9C
05415-04FA3	侣		吕			[]	[人]		U+5415	U+4FA3
05415-05415	吕		吕			[]	[]		U+5415	U+5415
05415-068A0	梠		吕			[]	[木]		U+5415	U+68A0
05415-06ADA	櫚		吕			[閭]	[門, 木]		U+5415	U+6ADA
05415-07B65	筥		吕			[]	[竹]		U+5415	U+7B65
05415-08392	莒		吕			[]	[艸]		U+5415	U+8392
05415-092C1	鋁		吕			[]	[金]		U+5415	U+92C1
05415-095AD	閭		吕			[閭]	[門]		U+5415	U+95AD
05434-04FE3	俣		吴			[]	[人]		U+5434	U+4FE3
05434-05434	吴		吴			[]	[]		U+5434	U+5434
05434-05673	噳		吴			[虞]	[虍, 口]		U+5434	U+5673
05434-05A31	娱		吴			[]	[女]		U+5434	U+5A31
05434-060AE	悮		吴			[]	[心]		U+5434	U+60AE
05434-0865E	虞		吴			[虞]	[虍]		U+5434	U+865E
05434-08708	蜈		吴			[]	[虫]		U+5434	U+8708
05434-08AA4	誤		吴			[]	[言]		U+5434	U+8AA4
05434-09E8C	麌		吴			[]	[鹿]		U+5434	U+9E8C
05468-0501C	倜		周			[]	[人]		U+5468	U+501C
05468-051CB	凋		周			[]	[冫]		U+5468	U+51CB
05468-05468	周		周			[]	[]		U+5468	U+5468
05468-05541	啁		周			[]	[口]		U+5468	U+5541
05468-05A64	婤		周			[]	[女]		U+5468	U+5A64
05468-05F6B	彫		周			[]	[彡]		U+5468	U+5F6B
05468-060C6	惆		周			[]	[心]		U+5468	U+60C6
05468-06906	椆		周			[]	[木]		U+5468	U+6906
05468-07431	琱		周			[]	[玉]		U+5468	U+7431
05468-07A20	稠		周			[]	[禾]		U+5468	U+7A20
05468-07DA2	綢		周			[]	[糸]		U+5468	U+7DA2
05468-08729	蜩		周			[]	[虫]		U+5468	U+8729
05468-088EF	裯		周			[]	[衣]		U+5468	U+88EF
05468-08ABF	調		周			[]	[言]		U+5468	U+8ABF
05468-08CD9	賙		周			[]	[貝]		U+5468	U+8CD9
05468-09031	週		周			[]	[辵]		U+5468	U+9031
05468-096D5	雕		周			[]	[隹]		U+5468	U+96D5
05468-09BDB	鯛		周			[]	[魚]		U+5468	U+9BDB
0548E-0548E	咎		咎			[]	[]		U+548E	U+548E
0548E-06677	晷		咎			[]	[日]		U+548E	U+6677
0548E-06ADC	櫜		咎			[]	[束]		U+548E	U+6ADC
0548E-07DB9	綹		咎			[]	[糸]		U+548E	U+7DB9
0548E-09F1B	鼛		咎			[]	[鼓]		U+548E	U+9F1B
054C1-054C1	品		品			[]	[]		U+54C1	U+54C1
054C1-081E8	臨		品			[]	[卧]		U+54C1	U+81E8
054E1-052DB	勛		員			[]	[鼎, 力]		U+54E1	U+52DB
054E1-054E1	員		員			[]	[鼎]		U+54E1	U+54E1
054E1-05713	圓		員			[]	[鼎, 囗]		U+54E1	U+5713
054E1-05864	塤		員			[]	[鼎, 土]		U+54E1	U+5864
054E1-0640D	損		員			[]	[鼎, 手]		U+54E1	U+640D
054E1-06B9E	殞		員			[]	[鼎, 歹]		U+54E1	U+6B9E
054E1-06EB3	溳		員			[]	[鼎, 水]		U+54E1	U+6EB3
054E1-07BD4	篔		員			[]	[鼎, 竹]		U+54E1	U+7BD4
054E1-09116	鄖		員			[]	[鼎, 邑]		U+54E1	U+9116
054E1-09695	隕		員			[]	[鼎, 阜]		U+54E1	U+9695
054E1-09723	霣		員			[]	[鼎, 雨]		U+54E1	U+9723
054E1-097FB	韻		員			[]	[鼎, 音]		U+54E1	U+97FB
05546-05546	商		商			[]	[]		U+5546	U+5546
055A6-055A6	喦		喦			[]	[]		U+55A6	U+55A6
055C7-058BB	墻		嗇			[]	[土]		U+55C7	U+58BB
055C7-05B19	嬙		嗇			[]	[女]		U+55C7	U+5B19
055C7-05EE7	廧		嗇			[]	[广]		U+55C7	U+5EE7
055C7-06AA3	檣		嗇			[]	[木]		U+55C7	U+6AA3
055C7-08594	薔		嗇			[]	[艸]		U+55C7	U+8594
05668-05668	器		器			[]	[]		U+5668	U+5668
056D7-056D7	囗		囗			[]	[]		U+56D7	U+56D7
056DB-0546C	呬		四			[]	[口]		U+56DB	U+546C
056DB-056DB	四		四			[]	[]		U+56DB	U+56DB
056DB-0602C	怬		四			[]	[心]		U+56DB	U+602C
056DB-06CD7	泗		四			[]	[水]		U+56DB	U+6CD7
056DB-08A35	訵		四			[]	[言]		U+56DB	U+8A35
056DB-099DF	駟		四			[]	[馬]		U+56DB	U+99DF
056DE-04F6A	佪		回			[]	[人]		U+56DE	U+4F6A
056DE-056DE	回		回			[]	[]		U+56DE	U+56DE
056DE-05EFB	廻		回			[]	[廴]		U+56DE	U+5EFB
056DE-05F8A	徊		回			[]	[彳]		U+56DE	U+5F8A
056DE-06D04	洄		回			[]	[水]		U+56DE	U+6D04
056DE-08334	茴		回			[]	[艸]		U+56DE	U+8334
056DE-086D4	蛔		回			[]	[虫]		U+56DE	U+86D4
056DE-08FF4	迴		回			[]	[辵]		U+56DE	U+8FF4
056F0-056F0	困		困			[]	[]		U+56F0	U+56F0
056F0-06083	悃		困			[]	[心]		U+56F0	U+6083
056F0-068B1	梱		困			[]	[木]		U+56F0	U+68B1
056F0-06D83	涃		困			[]	[水]		U+56F0	U+6D83
056F0-095AB	閫		困			[]	[門]		U+56F0	U+95AB
05709-05709	圉		圉			[]	[]		U+5709	U+5709
05716-05716	圖		圖			[]	[]		U+5716	U+5716
0571F-05410	吐		土			[]	[口]		U+571F	U+5410
0571F-0571F	土		土			[]	[]		U+571F	U+571F
0571F-05F92	徒		土			[]	[辵]		U+571F	U+5F92
0571F-0675C	杜		土			[]	[木]		U+571F	U+675C
0571F-0793E	社		土			[]	[示]		U+571F	U+793E
0571F-0809A	肚		土			[]	[肉]		U+571F	U+809A
057DC-057DC	埜		埜			[]	[]		U+57DC	U+57DC
057F6-052E2	勢		埶			[]	[力]		U+57F6	U+52E2
057F6-056C8	囈		埶			[蓺, 藝]	[艸, 云, 口]		U+57F6	U+56C8
057F6-057F6	埶		埶			[]	[]		U+57F6	U+57F6
057F6-071B1	熱		埶			[]	[火]		U+57F6	U+71B1
057F6-07207	爇		埶			[蓺]	[艸, 火]		U+57F6	U+7207
057F6-084FA	蓺		埶			[蓺]	[艸]		U+57F6	U+84FA
057F6-085DD	藝		埶			[蓺, 藝]	[艸, 云]		U+57F6	U+85DD
057F6-0893B	褻		埶			[]	[衣]		U+57F6	U+893B
057F6-08A2D	設		埶			[]	[設]		U+57F6	U+8A2D
05831-05831	報		報			[]	[]		U+5831	U+5831
05875-05875	塵		塵			[]	[]		U+5875	U+5875
058FA-058FA	壺		壺			[]	[]		U+58FA	U+58FA
058FC-058FC	壼		壼			[]	[]		U+58FC	U+58FC
05903-05903	夃		夃			[]	[]		U+5903	U+5903
05903-07F96	羖		夃			[]	[羊]		U+5903	U+7F96
05903-080A1	股		夃			[]	[肉]		U+5903	U+80A1
0590B-04FCA	俊		夋			[俊]	[人]		U+590B	U+4FCA
0590B-050BB	傻		夋			[]	[人]	1	U+590B	U+50BB
0590B-05506	唆		夋			[]	[口]		U+590B	U+5506
0590B-0590B	夋		夋			[]	[]		U+590B	U+590B
0590B-05CFB	峻		夋			[]	[山]		U+590B	U+5CFB
0590B-0609B	悛		夋			[]	[心]		U+590B	U+609B
0590B-06718	朘		夋			[]	[肉]		U+590B	U+6718
0590B-068AD	梭		夋			[]	[木]		U+590B	U+68AD
0590B-06D5A	浚		夋			[]	[水]		U+590B	U+6D5A
0590B-072FB	狻		夋			[]	[犬]		U+590B	U+72FB
0590B-0756F	畯		夋			[]	[田]		U+590B	U+756F
0590B-075E0	痠		夋			[]	[疒]		U+590B	U+75E0
0590B-076B4	皴		夋			[]	[皮]		U+590B	U+76B4
0590B-07AE3	竣		夋			[]	[立]		U+590B	U+7AE3
0590B-0837E	荾		夋			[]	[艸]		U+590B	U+837E
0590B-08470	葰		夋			[俊]	[人, 艸]		U+590B	U+8470
0590B-08E06	踆		夋			[]	[足]		U+590B	U+8E06
0590B-09021	逡		夋			[]	[辵]		U+590B	U+9021
0590B-09178	酸		夋			[]	[酉]		U+590B	U+9178
0590B-09915	餕		夋			[]	[食]		U+590B	U+9915
0590B-099FF	駿		夋			[]	[馬]		U+590B	U+99FF
05912-05912	夒		夒			[]	[]		U+5912	U+5912
05912-064FE	擾		夒			[]	[手]		U+5912	U+64FE
05914-05914	夔		夔			[]	[]		U+5914	U+5914
05915-05915	夕		夕			[]	[]		U+5915	U+5915
05915-06C50	汐		夕			[]	[水]		U+5915	U+6C50
05915-07A78	穸		夕			[]	[穴]		U+5915	U+7A78
05927-05927	大		大			[]	[]		U+5927	U+5927
05927-0592A	太		大		分	[太]	[]		U+5927	U+592A
05927-0623B	戻		大			[]	[户]		U+5927	U+623B
05927-06755	杕		大			[]	[木]		U+5927	U+6755
05927-06C70	汰		大		分	[太]	[水]		U+5927	U+6C70
05927-06CF0	泰		大			[]	[泰]		U+5927	U+6CF0
05927-08ED1	軑		大			[]	[車]		U+5927	U+8ED1
05927-08FBE	达		大			[]	[辵]		U+5927	U+8FBE
05927-099B1	馱		大			[]	[馬]		U+5927	U+99B1
05928-04EC4	仄		夨		异	[]	[]		U+5928	U+4EC4
05928-05928	夨		夨			[]	[]		U+5928	U+5928
05928-06603	昃		夨		异	[]	[日]		U+5928	U+6603
05929-0541E	吞		天			[]	[口]		U+5929	U+541E
05929-05929	天		天			[]	[]		U+5929	U+5929
05929-07946	祆		天			[]	[示]		U+5929	U+7946
05929-08695	蚕		天			[]	[虫]		U+5929	U+8695
05961-056C2	囂		奡			[]	[㗊]		U+5961	U+56C2
05961-05961	奡		奡			[]	[]		U+5961	U+5961
0596D-0596D	奭		奭			[]	[]		U+596D	U+596D
0596D-0896B	襫		奭			[]	[衣]		U+596D	U+896B
0596E-0596E	奮		奮			[]	[]		U+596E	U+596E
05973-052AA	努		女			[奴]	[又, 力]		U+5973	U+52AA
05973-05973	女		女			[]	[]		U+5973	U+5973
05973-05974	奴		女			[奴]	[又]		U+5973	U+5974
05973-05982	如		女			[如]	[口]		U+5973	U+5982
05973-05B65	孥		女			[奴]	[又, 子]		U+5973	U+5B65
05973-05E11	帑		女			[奴]	[又, 巾]		U+5973	U+5E11
05973-05F29	弩		女			[奴]	[又, 弓]		U+5973	U+5F29
05973-06012	怒		女			[奴]	[又, 心]		U+5973	U+6012
05973-06055	恕		女			[如]	[口, 心]		U+5973	U+6055
05973-062CF	拏		女			[奴]	[又, 手]		U+5973	U+62CF
05973-06310	挐		女			[如]	[口, 手]		U+5973	U+6310
05973-06C5D	汝		女			[]	[水]		U+5973	U+6C5D
05973-06D33	洳		女			[如]	[口, 水]		U+5973	U+6D33
05973-0782E	砮		女			[奴]	[又, 石]		U+5973	U+782E
05973-07B2F	笯		女			[奴]	[又, 竹]		U+5973	U+7B2F
05973-07D6E	絮		女			[如]	[口, 糸]		U+5973	U+7D6E
05973-08339	茹		女			[如]	[口, 艸]		U+5973	U+8339
05973-088BD	袽		女			[如]	[口, 衣]		U+5973	U+88BD
05973-099D1	駑		女			[奴]	[又, 馬]		U+5973	U+99D1
05973-09D3D	鴽		女			[如]	[口, 鳥]		U+5973	U+9D3D
0597D-0597D	好		好			[]	[]		U+597D	U+597D
0597D-08585	薅		好			[]	[薅]		U+597D	U+8585
05983-0572E	圮		妃			[]	[土]		U+5983	U+572E
05983-05983	妃		妃			[]	[女]		U+5983	U+5983
05983-06DDD	淝		妃			[]	[肉, 水]		U+5983	U+6DDD
05983-080A5	肥		妃			[]	[肉]		U+5983	U+80A5
05983-08730	蜰		妃			[]	[肉, 虫]		U+5983	U+8730
05983-0914D	配		妃			[]	[酉]		U+5983	U+914D
059E5-059E5	姥		姥			[]	[]		U+59E5	U+59E5
05A01-05A01	威		威			[]	[]		U+5A01	U+5A01
05A01-05D34	崴		威			[]	[山]		U+5A01	U+5D34
05A01-08473	葳		威			[]	[艸]		U+5A01	U+8473
05A66-05A66	婦		婦			[]	[]		U+5A66	U+5A66
05B34-05B34	嬴		嬴			[]	[女]		U+5B34	U+5B34
05B34-0701B	瀛		嬴			[]	[女, 水]		U+5B34	U+701B
05B34-08D0F	贏		嬴			[]	[貝]		U+5B34	U+8D0F
05B50-04ED4	仔		子			[]	[人]		U+5B50	U+4ED4
05B50-05B50	子		子			[]	[]		U+5B50	U+5B50
05B50-05B57	字		子			[字]	[宀]		U+5B50	U+5B57
05B50-05B5C	孜		子			[]	[攴]		U+5B50	U+5B5C
05B50-07278	牸		子			[字]	[宀, 牛]		U+5B50	U+7278
05B50-08014	耔		子			[]	[耒]		U+5B50	U+8014
05B54-0543C	吼		孔			[]	[口]		U+5B54	U+543C
05B54-05B54	孔		孔			[]	[]		U+5B54	U+5B54
05B55-05B55	孕		孕			[]	[]		U+5B55	U+5B55
05B58-05B58	存		存			[]	[]		U+5B58	U+5B58
05B58-0682B	栫		存			[]	[木]		U+5B58	U+682B
05B58-06D0A	洊		存			[]	[水]		U+5B58	U+6D0A
05B58-08350	荐		存			[]	[艸]		U+5B58	U+8350
05B5A-04FD8	俘		孚			[]	[人]		U+5B5A	U+4FD8
05B5A-05B5A	孚		孚			[]	[]		U+5B5A	U+5B5A
05B5A-05B75	孵		孚			[]	[卵]		U+5B5A	U+5B75
05B5A-06D6E	浮		孚			[]	[水]		U+5B5A	U+6D6E
05B5A-07A03	稃		孚			[]	[禾]		U+5B5A	U+7A03
05B5A-0812C	脬		孚			[]	[肉]		U+5B5A	U+812C
05B5A-08709	蜉		孚			[]	[虫]		U+5B5A	U+8709
05B5A-088D2	裒		孚			[]	[衣]	1	U+5B5A	U+88D2
05B5A-08912	褒		孚			[]	[衣]		U+5B5A	U+8912
05B5A-090DB	郛		孚			[]	[邑]		U+5B5A	U+90DB
05B63-05B63	季		季			[]	[]		U+5B63	U+5B63
05B63-060B8	悸		季			[]	[心]		U+5B63	U+60B8
05B78-03D85	㶅		學			[]	[子, 水]		U+5B78	U+3D85
05B78-056B3	嚳		學			[]	[告]		U+5B78	U+56B3
05B78-05B78	學		學			[]	[子]		U+5B78	U+5B78
05B78-05DA8	嶨		學			[]	[山]		U+5B78	U+5DA8
05B78-0652A	攪		學			[覺]	[見, 手]		U+5B78	U+652A
05B78-06586	斆		學			[]	[子, 攴]		U+5B78	U+6586
05B78-07910	礐		學			[]	[石]		U+5B78	U+7910
